YFNO800212MJCJEF55,VERDE
NXPX690809HMCKLS25,PT
EAQF990603MTLXHY14,MORENA
IMEQ880425MSRLJZ57,PRD
LFRX1040826MBSYRJ56,PRD
GHMC970322HOCFHE54,VERDE
DMJQ880116HTSROC87,PT
SILL870425HMNITY31,PRI
YLAF870904MASOMF25,MORENA
AQTH940515HGRLSC56,MORENA
XUAV731217MQRHUR94,PRD
STVM750613HJCIOZ76,PRD
JUZE681217HPLJEA68,MC
QTHG981220MQTDPU33,PRI
VGKE880415MSRHVP01,VERDE
QAKE740118MSRATB72,PAN
GOPC730802HTSBPP12,VERDE
THTM1010206MBSBKR11,VERDE
ADHQ1040727HSPBQF32,MORENA
YGVH900209HTLDVE77,PAN
COIG900327HASWAE93,MORENA
GAQX960927MSLWGW09,MORENA
RJEO720621MTSWNC62,MC
ATYE1020811MDFRGO77,PAN
DSEI760907HSPWJY41,PT
DPAN720814HASIMI92,PAN
KXFT1030827HCHOMS76,PRD
GDVQ730605MCLFFX26,PAN
DFOW1021108HSPEKF67,PT
MENU960616HTLJZL24,PRD
NFZQ880811HTLMRG19,MC
IIGA891106MNTJSA56,PAN
YUOC680715MOCKIR17,PT
CSCJ901028HGRMTU25,PRD
SDBG870409MDFMXP96,PAN
SUWO901211MQREHL34,MC
DIZO820413HNLINT35,MC
WFDB1020304HMCGTH10,MC
YTCI900816MMCFNY02,PAN
MIEM990910MSRBRS88,MC
SULX770822HMNGMA64,VERDE
LFSG741227HSRDWP63,PAN
OPSO780316MTCLGB91,PAN
RMWW910726MCMKMW40,MORENA
OIBR1040315HTSPYE70,MORENA
MCCL971108MZSYMQ62,PRD
MGKW870921MNLJRL22,MORENA
IRZT1030618MTSOGW98,PRI
VLHJ671118MJCMML68,MC
CASH930220MQRKHM72,PAN
IYPL820317MTCSLN28,PRD
TDER950508MJCXLW15,PAN
SNCU920602MSRAZQ83,PRI
MRJF1040410HVZCTJ63,VERDE
CLOR930527HMNXYG99,MORENA
ECZN850525HPLSYI13,PT
LHWO951117MOCKVC80,PRD
SGGE761218HSPHYG30,PT
XLBI1041103MASOAT85,MORENA
OXST680704MOCHNR16,PAN
VBXC930624MJCKRU50,VERDE
ABZK801111MCMMLL07,VERDE
TWIO871112HMSCNB48,PRI
ARMG740321MZSAYW59,MC
CQPA770305MQRURS19,PRD
XWHD681228HMNDKG13,PT
AJNT770606HPLMJO27,MC
MHXD850701HDFMAF57,PT
PPGG991020HBCIMY32,PAN
PVBS1041219MQRGFG71,PRI
YTIX1020516MSPYEE88,VERDE
QKNL791106MCLHHX46,VERDE
VUOY780626HMCPCR32,PRI
LNSI741201MVZKWA88,PRI
QPWP680120HBCKKB79,VERDE
LFRV950305HSPMCT43,PRI
JKSK1000909HCCSSU15,MORENA
QRYP701206MTLQZL84,MORENA
EDJG780816MJCCOO14,PRD
XTTV730702MZSVWG82,PT
RRJD710210MDGYBL58,PT
NPVW981216HVZHSR00,MC
YNDM890807HNLMVV42,PAN
NRYL910520HYNMXX13,MC
HYBV910606HCCBXM33,PAN
RVPB660218HGRYGS48,PRI
YHVV810915HDGJTV93,PT
QINK730618HSRRFU84,PAN
SMON740713MCSWHF53,PRD
ZEAS871117HCSXUP62,PT
ITZS930721MMCXLG98,PRI
XNXC870313HNLNPT42,MC
PTZC700122HNTOOM26,PT
QCFQ710721HYNXOG58,PRI
ZMNH960426HNLVPC21,PRD
MMTA710518HSRFAJ14,PAN
LPDA771221MQTHNS08,MORENA
HVMI660122MMCZKQ35,PRD
WYMJ990806MHGKZG62,VERDE
LMPJ930303HGRPSQ60,PT
GBOI660422MSRRBR71,PT
SOUC960518HMSVMS63,MORENA
NGAO960420MQTMSZ03,PRI
XTZG700605HCMARV11,PAN
PSFZ1010601MCMOIP37,MORENA
PDKV1040603HNLOWP27,PAN
AVZA1000617MTSUDR23,MC
KNOB1020518MQTMBU27,PRD
QLZE891205HSPRYG47,MC
HWBL750326MVZLCB41,VERDE
PMGY910620HCSPYX94,PAN
VXQS810501MDGBHY50,VERDE
HEAH860914MMCHFP56,PT
YRSX1030218HCHYZR57,PRI
SHGS671204MTSCLK31,PAN
EOVM770516HHGRJW22,MC
MOWJ920803MMNSDY78,PRI
SESO861018MGTXSD05,PT
ISJG910423MSPLMC68,PRD
CGXI650402MMNZUO99,PRI
VMGQ790804MSPXMQ26,VERDE
UYDO700304HCLMWO59,VERDE
MNFQ890521HBCSSB74,PRD
YAMM650302MTLMJL92,PRI
VQBF691027MYNQSS10,PT
XXHW840625MMCMFT20,PRD
QRGB851112MBSWST41,PRD
JMGN820120HNTWPS00,VERDE
UBMV830716HASPFM00,PAN
JHPQ831102HPLEQW46,PRI
JANM861219HNLGTI96,PAN
KKGT711205HCMVFV17,PT
JZYV860413HMCMWH63,PRD
STYB791012HTSHSV70,PRD
EGBF661008MDFDOP24,MORENA
FLJG661124HQRFLD44,PRI
JEVC890505HNTHJF22,PAN
HQMN950902MTSJSH05,PAN
QGQC711113HQRHNB13,PT
IHIZ660718HZSLZL26,MC
VLDD760802HVZXXU15,PRI
KXVV680822MSLTQT10,PRD
KXKM981206MCCRLA38,VERDE
MVUP730816HNTZJF84,PRD
QEYG920114MGTWNP33,PRD
FEMI900408MTLUCU63,PRD
CRIW950928MMSZNU67,MC
HKWM670601MQRWBM37,PRI
PCVO970104MOCXRF70,VERDE
SGAE931119HCHFIY84,PAN
TZQC731226MMNEXI44,MORENA
XTYM910812MGRGKX23,MORENA
ORDG800112HVZCWD30,PRI
SZAE990626HDFSPQ80,PRI
MLFW1000903MJCKXD76,PRD
HFKL721016HZSJTM49,PRD
MIJP720724HBSRFE49,PRI
BWEH880414HBCFYT29,MORENA
LYTA810110HZSIXT46,PRI
XYUE830618MVZXBV53,PT
CJZI650304MGTOGW37,PAN
EIVM960916HMNBOR10,MC
OWMA960701HGTYHQ18,PT
KLTP730126HTLETA48,PRD
PJUE681208MOCTNP64,MC
HQZS1030214MYNQXK38,PRI
AKMP951228HASGKI07,PRD
PBEO950115MSRNNE70,PT
GPSN670326MCMOUW20,MORENA
XEDV751127MJCVVD91,VERDE
ZZNF980511HBCBSM25,MORENA
JIFW801026MBCLWZ75,PAN
RODP1041218MDFKRE29,MORENA
PXGC681224HBSBPF09,PRI
GAXX721224MASICX40,PT
CWJC920706MCCXBE31,PRD
SKIY710327MCSZCU17,VERDE
CEHP840206MGTPJX08,MC
VIZD881005MOCPEO98,MC
CQZB970905MZSNTO09,VERDE
BSBJ920617HYNAEH37,PAN
BKMJ891109HDFQUW57,PRD
PCEB991020HBCUIU02,MORENA
DWNA1001211HTSMJA90,MC
DVSG1001024HCCFYW17,PT
HGQI811228HCHKQG80,VERDE
JTPG670807MSRBLM33,PAN
MICP840822HGRWLO02,PAN
MFFA681026MMNZNN79,PRI
GGIH990701MDFBEJ15,MORENA
KDVU650112HSRRRG75,PRI
UGNX1040407HQRDWQ83,MC
JCXD871206MZSTFV47,PRD
TBDR670519MCMDXV17,PAN
AFJK970824HMNPDZ76,PRI
UHEO970320MQRJIX33,MORENA
PHQE790321MMNPWN40,PRD
PDTP740121MYNKLN89,MC
KDKV991022HQTQLH46,PT
LQIK1040419MBCITP84,MORENA
NJUO810321HQTCQQ15,PAN
SLXH820714HGTAPP03,VERDE
RUUN1000212MHGEHE82,PRI
GNDK980308MPLKVN21,PAN
SEIX760414MCLCIR20,PT
MPPN761007MSLWWF07,VERDE
ZZMV990825HGTCKW70,PT
BGAP810919HASMPD12,PT
IPZL780420HSLHXX52,VERDE
JUVC740201HYNECP59,PRI
MRGA1000119MJCUHF08,PT
TIQJ671014MMSGLS51,PRI
ADMQ690917HDFFZW43,PRI
OOFS720628MDGHFO24,PRD
UDTG1040704HNTEHJ39,PT
SKGK770119MMNPCL11,VERDE
YKVC740620HCCTDZ18,MC
FDYO800512HGRIPS20,VERDE
OIJJ881001HNTQAA01,PT
FZFE980511HGRWOO57,MC
MQYQ790311MMNPPH91,MC
PTIU980614MTSXDI15,MORENA
BTCK771013MCHZBQ23,PAN
HXHN790711MYNFJK76,MC
AIUO961221MPLRBD05,VERDE
DMWO661123MHGZXN89,PAN
JQOH681123HDGYPZ30,PT
ERLR860103MCHONY20,MORENA
MEPT810604HHGQDF19,MC
EQBE730207MGTJXQ30,VERDE
MFGN870706HSPTLF32,PRD
LOTN820218HOCKII64,PAN
MLCL1010525HMNWOE02,VERDE
GOBV941221MDGYBV21,PRD
EHVZ710614MQTSFC12,PT
KMOU1040106HASZNT29,MC
CMYK980705MSRJCX99,PRD
RFCM851024HTSJUW38,VERDE
OTOH711114MASFKI40,MC
VNPL831207HCCMLA33,PRI
NRIB970728MCSYPZ58,VERDE
YWZK1010922HDFCDN71,PAN
AAMH710809MSLGRA75,MC
GBHC1041115HVZNXK47,PRI
BIZQ870206MDGXJF48,PRD
QBDH810915HBSRLR24,VERDE
JOME700203MASBER30,VERDE
LZZR940915MSPMTF81,PRD
AAUL750606MSLAZU06,PRD
FKLN780325MTLFIY73,PT
QCZM831022HSRNWI18,PT
IADD1041013HMSLDW42,MORENA
KKEA1030417MSPLBV83,PRI
DMKN780523HTSIEI81,VERDE
HJZE821116MJCJQJ03,PT
KKMB840411HBSIGE09,PAN
QGJO1001005HYNDCI90,PRD
PKKH730606MOCUJT92,PRI
BXAL650101HTCPZZ15,VERDE
TDUC930613MHGIZT35,PRI
PEFX800725HGRGWT56,MORENA
EYGB850321MZSNMA59,MC
WYUL710609HCCEQM13,VERDE
WIXL1020301HCSXNH77,MORENA
XKNC900813HCSOUN46,MORENA
BWGB720918HTCLMF93,PAN
HLRE901020MTSIYY05,PT
XLXI730708HCHIYX96,MORENA
YTUA1040209HCLFGN17,PRD
WHKY770727MYNLTV03,PT
KLOI800717MYNEUR54,PRD
ESPM890119MCCTTN93,PRD
DFRZ661213MTSEXE89,VERDE
ACNS960914MASVKU95,PRD
KDPR901219HQRPET31,MORENA
QSCE900912MCLQIL64,PAN
SNPG1031120HGRXMW67,PAN
EQND770422MTSGVM44,PRD
DRUJ920616HDGLUS86,PRI
ESNZ681014HDGTVN94,PRI
SSLG980613HNLVGJ54,PAN
HXVG1031007HNLJXO40,PT
UOKJ930917HCCTSM69,PRI
YHON820603MMNPQU23,MC
YAWU960228MTCXHX24,PT
EYAM840121HSPNQK94,PRI
VUTN710410MDFGRU05,VERDE
XXMF1040618MVZEEB55,MC
IDRI761012HZSNEK47,MORENA
TFSJ1030315MSLPVQ40,PRD
UGDP840128HSRKTT01,PRI
EDMZ871016MMSIBK88,VERDE
BNOL660515MSLECW90,PRI
LBZK800307MBCWOD80,PRD
CPEM840525MNLYBS53,PRI
MLMX880217HCSDFJ91,PRI
NCEB1020619HMSTJZ42,PAN
DTFU800619HCSWYN45,PRI
TSTA790408HSPNPT77,MC
RCFO940727HQRBVL55,MORENA
ZOQH810519HHGPKG26,PRD
VNFT740222MTSNUV84,VERDE
EUTE750903HSPYXE76,PT
FAYH810814HSPAWR92,PRD
QSDF670508HYNLMR93,PRD
ZOND890226MGTIQJ89,PRI
GKBX980912HCSZVR22,PRI
AINV990214HVZLUI61,PRI
ATIM690211MSRZOP27,PAN
WAPL680504HMCMTZ29,VERDE
CTQM780724HMCXWU15,PRD
XDAS891224MBSOVS45,VERDE
EIJI840821MCSLZL93,MC
WOSM701206MCHUXH53,PT
LWGC710606HVZIZB40,VERDE
POAA900901MCHETY06,PT
IDKP780206HTSZJW12,PT
EPNG1020405HDGYFI66,PRD
UPVV880322HCMSGY54,PAN
LIHN791108MTCSKO94,PRI
RAGI720701MYNGPW43,MORENA
LTYW900306HCHULS12,PRD
EVZG860320MTSULL51,MORENA
UQHG710609HQRJIU87,MORENA
HVNX790323MZSNMB04,PRI
LAMI960722HGRGKZ05,PRI
KSEJ861111HNLTQU93,PT
REXC960217MSRIMB85,PAN
WRII681123HMCIDA74,VERDE
TNDE951211HMCDAG95,PRI
XPIS960823MCSYVY26,PRI
PKWS930906MCSXLD90,MC
HIGE880508HNTYNQ35,MORENA
TRXZ950303MCCEGY53,MC
EINV870727MCCJBS83,MORENA
KOIK730320MSRSBC43,PT
MZVK1010210HDFYEK74,PRD
SUBA880903HSPAUF26,MORENA
IGCH700804MDGIUI69,PT
TBWD860228HCCHAL96,PAN
FCNO771028HSRBXG32,PT
EBEY740306HBSOHK90,PAN
GRPV960314MGTZYI80,PT
UBVY1010707HMCNPY46,PRD
CUVN1030313MYNGQJ74,PRD
SBXF660124HGTRDK88,MC
YIVY981206MGTQUV82,MORENA
GGSC670407MTLSWJ52,MORENA
VSQX780406HCHUJF33,PT
XVSE971124MCHJQT55,VERDE
LLQG890315MMCXHP70,MC
RYCU1000120HSRBJX25,MC
ZWAC710106MSPCJI30,MC
ZDAV900211MQTGMI54,MORENA
IYKQ1000120MPLFXL79,VERDE
SAES931102HCMZGB44,PRD
SNQJ721223HTCHJG85,PRD
PWLC830719HCLHSI72,PRD
CLEQ690107MQTOAR09,VERDE
RNZB780214MDFSIR54,PRI
REMC1030212MHGZXZ71,PRI
SGME841228HTLLEF54,PRD
DUJP840504MTSUHD93,PRD
NPWD810125MTCVXN40,MORENA
ROKW871014HTLHAX72,MC
BJCF841123MSLIFV81,PAN
FTMB960908HOCLKT27,VERDE
WODZ790815MDFVBF80,PT
TKYR770105HCCWZA46,PRI
QOWK881023HGTNSY06,VERDE
FNSU831218MNTPOJ21,PT
KWXF920712HOCSYP39,PRD
EBVP670515MSRPCO16,MC
KIEI890412HSPKSM14,PRD
BZVP760912MDGMLS58,PAN
HJWU670809MCCNGH31,PAN
EOXF970606HTCYDU23,MC
DTHS711007HSPQGX72,PT
ASHG930503MMNUEP65,MC
MLUK740612MGTCRE84,PT
HOAX720707MQTRIP20,MORENA
PYMZ1030427HMSSIU71,PT
QFUO910625HBSITV28,VERDE
JHYK1011104MNTGFK69,MC
AWRC960224MOCLJQ01,MORENA
JRFM840108MNTYWA93,VERDE
KMCK860308HQRJJD14,PT
UAWK840413MQTMTU87,MORENA
EBKG940503MCMTTQ81,PRD
GGMQ711115HSPZFF45,PRI
LYGL780222HCSRAE70,PT
MZKC890615MPLBBS25,VERDE
OUQT841007HZSGOB74,VERDE
KPMV930901HQRBOO44,MC
SSSX921219HCMDJW22,PAN
MUUJ741213HCLPDH14,MC
LDAT780403HZSUVV41,PAN
SWIC730515HOCTFH47,MORENA
WJJD901108HDFSCA96,MC
FSRW720519HGTSRV68,MC
WKTM760107MZSPGP96,MORENA
POSE700109HQRRXV61,PAN
WSST970128HQTGCK23,PAN
ZILR791211HYNMEI76,PAN
HAIP850714MCSYAX06,VERDE
XCHO850915HCCGBV75,VERDE
AMJH771105MSRWYD01,PAN
IWHT920408HGRPOF68,VERDE
WWSK650401HQTVAO05,PRI
BPIE881127HCMGGY96,MC
MOSF751110HDGXZE43,PRI
LQGC1020722MTSTVS95,MC
VOSG951205MPLWJO14,PAN
YTHX1010921HDFSWF90,PAN
MSGA730426MZSDOB17,VERDE
IFET990910MOCFOX86,PAN
RYNM701124MOCRDL53,PT
BQWV660722MTCXXU46,MORENA
JFQP771115HSROLV53,PRI
YMKB1040926HTLTWJ67,MC
SLIG761017HVZSRQ63,PT
SLUR880915HSPXHD33,MC
ZPHG780811HPLEKW98,VERDE
CLNY861009HCHTAD59,MC
OEEQ770516MQRBZA89,PAN
VRRT890426MGRJNH00,MORENA
BRCS1020609MJCHLO15,PT
PABU961018MQRUCM94,PRD
YUGZ921214HQRANN84,MORENA
GCLI1031106HGTEWM46,PRD
JLHT951118HYNQMO71,PT
VNBA730108HPLAHI12,VERDE
ATXL930523HZSLRR45,PRI
JPGO880724MDFEVJ67,PAN
GKAV970515HSLPTV68,PRI
ZTYW661003HNTHQC25,MC
RHPD700826MSPRYJ83,PAN
BEOC970809HSPUXF39,PT
KIBZ1031221HTCMBO94,PT
FEFZ680117HBSRPV67,PT
TCGL861009MTSILR83,PRI
EVQV970225HTLAEH20,MORENA
SRBS1031018HBCNDA11,MORENA
DNFG730310MJCEJX61,MORENA
JBRY960612MDFOTM24,PRI
GOXD1041002MGTYSU56,MC
VPKG790516MHGRXU98,VERDE
TLGO761104MJCOUX80,MC
MAQC831002HDGQIF43,PRI
JBTS810405MDGARM27,VERDE
IEQI890309MBCCIM27,PAN
ZDWG660809HCCBEO68,MORENA
DIUC920128MTCXZP83,PRD
LGPI840304HASUNM91,VERDE
FNDY931215HSLKEX32,PT
NYSI951111HCLOEV66,PRD
UUCV800301HGTDKF46,MORENA
UWQF811015HNLMEQ86,MORENA
TLJT910720HHGBAH97,PT
KXUU680225HASPQB50,PT
CHPQ871217HMSDKH39,PT
UFMJ730821HMNYIE03,VERDE
ZHVW691211MCMXAJ84,PRI
YTRX690408MCLNRB66,PAN
YVIF1001206MMSOLV01,PAN
HAJN690410MCMPQP54,PRI
XQMS820301MSPAPS60,MORENA
KRDH810724MTCRJV41,PRI
BVWJ771016HMSZQK34,MORENA
MRXK660802HCSUSA80,MORENA
SPST970425HQTDRI15,PRI
WOAU750710HYNMII90,PRI
HESY1031203MASEJY73,MORENA
WYOM700215MBCFQL86,PAN
IGOG660822HYNWSJ63,MC
HZXE831026HQRXNR49,PAN
HFTH900828HCMKEK81,PRD
OBWD860426MMCPSU97,PRI
CDAA830421MDFPDN67,PRI
DNDB681227HHGIBE06,PRI
DHCB980509MGTUMA49,PRD
JUXJ710218MNLYVB57,MORENA
HXVV981018MPLOWT55,PRD
YSSZ981111MCSXPM17,PAN
MQON650215HTLFPU34,PRI
FPAH1010818HDGJGZ34,PT
GVPN770628HNLBQX80,PT
XQFC940726HMCKQX13,MC
AHCD890527HPLBGF64,VERDE
YTKU910122HMCIZH98,VERDE
QHNF930302HDFFST73,PT
TSGD850402HCSQAZ47,MORENA
BZAK960303HCMPQO99,PT
EUYO990615MPLAZI76,MORENA
TBCN981002MSRTOJ82,MC
PMTS1021101MNLUIQ42,MC
HBKH711026MTLNKV27,PRI
SYBX1030825MPLCVK14,PRD
MDGB840923MQRKGR75,VERDE
ZZNY950324MDFVTC25,VERDE
HHAS1020523HCSYOS22,PAN
XXXG831109HSRARM82,MORENA
HNEV770206HJCDZF95,PRD
ZRHS690102HHGLFI59,PAN
KVOO690827MMNVOZ09,PRD
OMUS850325HOCSKD25,PAN
WIMQ1021223MSPHYT53,VERDE
RUUS900511HCHKDF22,MORENA
XGTN950721MGTUMT05,PRI
OZFZ970606MMSGRD34,VERDE
QGMB930611HCHGAO11,PT
MTBO840315MBCYLU87,MORENA
GTXY870218HASRLJ30,PRI
EAZR800724MCLVBD77,MC
VYFF680912MMNHQO05,PT
ZKRW710715MJCWVG95,VERDE
TRNY670411HGTFSB08,VERDE
XRID710124MMCKHT46,VERDE
JXQV890124MGRTKR83,PT
PMLS950404MVZJJZ31,MORENA
EWPU760608MZSZMU05,PAN
WTFL670707MMSFLV78,PRI
WPUP660919HZSSKY87,MC
AANI1040201HGRWJU53,MC
UZZJ900316MMCCHO73,VERDE
EIRN801101MMCRCE72,VERDE
BOUR890722HCCIFE82,VERDE
XVAY690328HBSIEJ23,PRD
MFZX870416HSPRBF92,MC
XUTW800212HNLJUT11,MORENA
MURJ730323MYNOFO15,VERDE
EOBQ970215MHGLLO37,PRI
XNTV1040427HOCWSD35,MORENA
PHBZ700908HJCDCC55,PRI
YVMK831001MNTWPC74,PAN
WODE821205MTCLTD68,MC
BANW850706MASUUY97,MC
PWBG960223HTLWBP67,VERDE
CDMA1030409HCMOJC54,PRD
BMPO721010HDFUMJ57,PRI
EZNW790911HZSFDJ59,VERDE
AEXT740306MMSWCU83,PT
KYXZ941118MQRERW68,PRD
FWWS700812HCCDWU17,PAN
UHDJ1040509HVZFDE83,MC
TKDM980116HSRIVB52,PAN
MABF910224MQTMAG55,MC
PBCM770909MASMAE41,PRI
LPYK700914HQRKOY58,VERDE
ZNUV990518HJCJKX89,PRD
QXJS860317HASGQG74,PT
HFWO730503HBSJQQ27,PT
COVL990620MTSRMT37,PT
FFCA981221MVZWQZ23,PT
GCRO730415MYNEJD81,VERDE
COYY690304MNTJOS52,PT
RMOZ820509MGRFJI44,VERDE
KJHO1011013MTCMEV50,PRD
CDJC811113HBCBTB33,PAN
CZIK880507MOCDGL66,PT
ASSU780602MZSKOI37,VERDE
FIAJ970805HCHJHI91,VERDE
RVKP1011118MCHIVM73,MORENA
HITJ1030313MCCPTH02,PRD
SVQJ690206HSPRZL54,PRI
FBUX690716HTLJEY40,PRI
PBXF790120MPLCRZ66,PRD
VKXP671019HNLRFB90,VERDE
UEQG711001HDFZXL79,PRD
JGLI951222MSPHOY50,PT
XMNQ1011006HYNDYL19,MORENA
HIRV750426MMSUMZ46,PRI
IZDG1041215HZSPDE09,PRI
NGOS830805HSPOPF75,PRD
PSBE720523HBCIWW87,MORENA
MCZS761118MNTMPG70,MC
VGBX1000128HMCBWJ05,VERDE
IVJA1020609HBCHSL85,PT
LPYE970507HDGWHD53,PAN
TUTU770728HSRBIE69,PRI
DTLK810423MBSMWE54,PRI
JBFX721212HMNJAV10,PRD
JYDN961108MSRVZM35,PAN
CEKG810806HBCDSQ94,MC
ZQCV840924MNLZET90,MORENA
REIN891001MMCHUD92,MC
VDDV690524HMSDGP55,PT
QGAZ680727HBCDMG48,MORENA
AHMY680324MCLOBN27,MORENA
ODUX770308MTSZXK35,MC
RMBC1020818MHGZJR75,PRI
LVCY1021103MYNUDM18,MORENA
HDUC870622HZSKDA30,PAN
DLFG1041115HSRHGP89,PRI
WKQL881021MDGEJN88,PRD
PWFP800617HPLNIC21,MC
MIGX750224HTCIDE05,VERDE
WFQR811118MDFQJZ20,MC
TAZT990522MSRFYS15,MC
AIUY1041221HCLPBY88,MC
KTPO1030114MMCBUJ90,MC
NLJC730309MTSSUN33,PRI
UYBO860503HSRQCW36,PT
NAOA950401MMCMTG10,MC
GAWE700126MTSQDE86,PT
UPBW780227HSPIQO58,MC
EVRL781117HSLJXK88,PRI
EUPY971206MSLQTW14,PAN
ASFZ760719MMNYJX51,PAN
FCFG1010323MYNQHN21,MORENA
EYDW700711MSLRVO71,MC
TXGJ1030908MNTNOA69,PRI
CYIT930912HVZVSX47,PAN
NVMY990628MDGYRM55,MORENA
YOVE940213MTLQSE60,PT
OCDB1030119HJCZLJ17,MC
CWQU860409HQTEID17,MORENA
IBDN911106HNLMVK17,MORENA
QFRY800923HQTJGN27,PRD
AVOH661224HTSDWK82,PAN
VAKT950817MTSHTC33,PRD
JNFD760826MCLSKM26,VERDE
PNZO820525HMNBZX97,MORENA
QXCK800820HTSDSU19,PRI
EIHG921114MMNHUO27,PAN
LYZV1020710HZSIFE41,PAN
IQAQ810612HASJGR09,PRD
KLEQ670605HNTNTX79,PRD
KLGP721006MDGYWQ26,PRI
KHEP740118MDFDEN29,PAN
EBTX700621MGTRUX52,PRI
SJIU791105HGTPQH23,MORENA
MFOG810218HASSRT17,PRD
ZOVX690221HSPWGH98,MC
LLEV790204HNTEWD92,VERDE
COST830608MTCIVB08,MC
HJKP950911HTLFLE44,PRD
RAAG731218HNTDAD07,PRD
MRJB920803MCHCWL19,MC
ZHOA791223MNLWZB18,MC
FRMR971028HVZZVP94,PRI
CZIB1021021HSLHNI64,PT
ZTHF771014HOCIAQ70,MORENA
QTRW1010922MASERV24,PT
WVLH1040215HJCURD23,MC
QVDU750125MVZYST75,VERDE
GYQY960115MTSZYR12,PAN
WZUC910110HQRPWC84,PRI
GYWY760818MQRIIU57,VERDE
MTHK991011HSPJDI11,PRI
CDKF711225HOCIGY94,PAN
LTUR1001012MTSXUZ33,MC
EKUZ810609MNTHCL23,MC
VUFL851205MSLYAJ04,VERDE
LFIO670318HSRNJT98,PAN
REWG1030819HBSCOP18,MC
KYFQ740117HZSRSM33,VERDE
FNXA711219MSLNZL93,PT
NFYI831028MDGMYR48,PT
CTHC1000505HASTDA57,PAN
UYLJ740724HCCJYL18,PRI
LIKX1020120HVZGSJ61,MORENA
NJTS740713MHGHMQ59,PRD
IGCY910206HVZXUU63,PT
AUKZ720117HZSEAP62,PRD
YCFN890122HPLIMZ67,PRI
FHMX650909HGRQYV30,MC
XEAV670510HSLRXF45,MC
UDVR1040628HZSOIR18,PAN
JTLD990728HSPONR37,PT
XDUM851128HBCWOA19,PAN
NAWG790409MHGBBO61,MORENA
BRGN830704MGTEBY83,VERDE
ABCU690108HCHXKD79,PRI
PGXH900806HYNOOB57,VERDE
AQHI980519MASUOG14,MORENA
XIHA1041115MGRZBX66,PT
QMCZ851002MZSJVU34,PRI
GKKH650817MOCTOW81,VERDE
ZXKV921106MCSBTM97,PRI
NUKT820716MSRMNZ85,MC
VGRV1030510HCHOAW79,VERDE
VMCJ880225HDFIVJ84,PRI
CFMN900110HQTNIZ34,PT
AUDS840926HCLQEZ70,MC
HROC910601HCLNYN45,PRI
YKIJ900315HPLHAG44,PAN
BBMW871216HJCRTO76,PRD
KQPR790404HMNOEK58,PT
ZLCV931010HMSQFM07,MC
QPJM710324HBSNGR47,PT
JTPY940923MSRDPO38,PRD
PPZI920519MPLKJR11,PRD
GMLH730222HZSOGK82,PAN
VLCL950704MMNPCM28,MORENA
MEHP980425HGTPIN95,PAN
AMWN940723HTSIUQ94,MORENA
EQVT731225HTCIXS06,PRD
ZVMV660715HQTYUA09,PAN
GBMQ770718MSPZOZ82,PAN
